name,genre,cost,platform,popularity,pegi,year,developer,publisher,region,mode,engine,award,dlc_support,language,metascore,user_score,reviews,rating_source,copies_sold_millions,revenue_millions_usd
Ghost of Tsushima,Adventure,94.12,Mobile,N/A,3,1988,Ubisoft,Microsoft,Global,Multiplayer,Unity,Indie Award,Y,FR,?,9/10,32829,Metacritic ,3.05,N/A
The Sims 4,?,N/A,Nintendo Switch,N/A,3,2013,nintendo,IndiePub,?,Multiplayer,Unity ,GOTY ,N,IT,N/A,?,N/A,OpenCritic,33.61,$1B
Apex Legends,Racing,$27,pc,N/A,7+,2004,Activision,EA,JP,Single ,Unity ,GOTY ,No,FR,N/A,0.3,8942.91517202488,Steam,1.5M,$500M
Game Prototype,Action,?,XBOX,258.96310619942074,18+,2014,Ubisoft,Sega,EU,Multiplayer,Frostbite,NONE,No,?,80/100,9/10,?,?,?,N/A
Dark Souls III,Puzzle,53.22,PC,N/A,RP,2002,Sony,Ubisoft,Global,Co-op,?,?,N,JP,80/100,9/10,7390,IGN ,N/A,1452.1
NBA 2K24,Simulation,0,Mobile,651.6756742457493,RP,2018,CapCom,Sega,JP,Multiplayer,Custom,?,Y,ES,34.1,9/10,N/A,?,N/A,$1B
Fortnite,Simulation,0,Nintendo Switch,631.8216186035429,?,2006,Unknown,?,?,?,Frostbite,GOTY ,Y,FR,N/A,?,37156,Steam,?,N/A
The Legend of Zelda: Breath of the Wild,?,?,XBOX,764.9280026394607,12,2008,EA,Square Enix,NA/EU,Co-op,?,GotY,?,ES,80/100,9/10,?,IGN,?,$500M
Call of Duty: Modern Warfare,Sports,0,PlayStation,299.9096743891507,16,1992,nintendo,Unknown ,NA/EU,Multi ,?,GotY,N,FR,N/A,N/A,15128,IGN,16.06,N/A
Grand Theft Auto V,Adventure,Free,Xbox,61,18+,2009,Sony,Bandai Namco,NA,Single ,?,GotY,N,JP,N/A,8.8,N/A,Metacritic,30M,?
Super Mario Odyssey,Adventure,$63,pc,91,12,2016,Unknown,Square Enix,Global,Single-player,Frostbite,Nominated,Unknown,CN,N/A,N/A,30986,IGN ,2.82,?
 ,Sports,N/A,Switch ,935.8862297236627,unknown,2023,Rockstar,Ubisoft,EU,Multiplayer,Unreal Engine,?,Y,?,67.9,9.3,?,IGN ,1.5M,$1B
Call of Duty: Modern Warfare,?,N/A,PlayStation,84,RP,1986,Microsoft,Ubisoft,EU,Multi ,?,None,?,ES,99.7,9/10,?,IGN ,1.5M,$1B
Hades,action,N/A,Nintendo Switch,87.43810291581855,?,2010,Unknown,Bandai Namco,NA/EU,Single-player,Custom,GotY,No,Multiple,?,5.0,67926.02825981588,IGN,3.56,$1B
Call of Duty: Modern Warfare,action,?,XBOX,?,RP,1990,Square Enix,2K,EU,Single ,Frostbite,NONE,?,IT,?,9.5,5045,IGN ,30M,?
Minecraft,Puzzle,Free,PC,938.8602373232147,?,2003,nintendo,?,NA,?,Frostbite,GotY,Unknown,?,N/A,4.2,63672.45694785861,Metacritic ,35.2,N/A
Call of Duty: Modern Warfare,Action,?,Xbox,353.97894320926895,16,1990,Sony,Ubisoft,JP,Single ,Custom,Nominated,Maybe,Multiple,N/A,?,45139.57982851774,IGN,1.5M,1247.9
Hades,action,78.56,Xbox,14,unknown,2019,Microsoft,Microsoft,JP,Multiplayer,?,NONE,Y,IT,?,N/A,37644,IGN,?,N/A
Ghost of Tsushima,action,0,PS,?,7,2005,nintendo,Sony,JP,Co-op,Unity ,?,Unknown,EN/ES,?,?,N/A,Metacritic ,?,$500M
Game Prototype,?,0,Xbox,N/A,16,2023,Activision,Square Enix,JP,Multi ,Unity ,GotY,?,EN/ES,N/A,6.1,?,?,18.04,?
NBA 2K24,Sports,0,PC,?,3,1994,Activision,Activision,Global ,?,CryEngine,None,No,IT,46.6,N/A,43395,OpenCritic,30M,$500M
Super Mario Odyssey,Indie,$54,pc,N/A,3,2004,CapCom,IndiePub,NA/EU,Multi ,Frostbite,None,N,EN,?,9/10,N/A,OpenCritic,45.01,1860.1
Apex Legends,Racing,0,PS,10,16,1991,Sony,2K,JP,Multiplayer,Unity ,Indie Award,No,DE,N/A,N/A,21815,OpenCritic,18.8,N/A
The Sims 4,Unknown,N/A,pc,?,unknown,1997,Activision,Unknown ,Global ,Single-player,Unreal Engine,NONE,Y,CN,80/100,?,?,IGN,32.87,1579.1
Cyberpunk 2077,Puzzle,15.44,PS,993.9836200524921,16,2020,Microsoft,Microsoft,Global,Online,?,GOTY ,?,JP,?,9/10,29714.881100177226,Steam,30M,1303.1
Cyberpunk 2077,Unknown,46.0,pc,21,7,2000,EA,Microsoft,EU,Single-player,Custom Engine,NONE,?,FR,?,N/A,24098.710415315218,Steam,1.5M,$500M
Super Mario Odyssey,Sports,$62,Nintendo Switch,91,18,1989,Nintendo,Sega,JP,Single-player,Custom,None,?,FR,80/100,9/10,17545,?,N/A,$1B
Call of Duty: Modern Warfare,Unknown,$58,PC,N/A,unknown,2006,Capcom,Nintendo,EU,Multi ,Unity ,NONE,No,JP,?,6.3,34432,?,30M,N/A
Fortnite,Sports,$59,Switch ,N/A,unknown,1988,Bethesda,Microsoft,NA,Multi ,Unity ,Indie Award,Unknown,IT,80/100,9/10,91851.31835156213,IGN ,1.5M,?
Untitled Project,?,7.49,XBOX,N/A,18,2005,Nintendo,Microsoft,Global,Single ,Unity ,Nominated,?,PT,?,?,N/A,Steam,13.95,1612.7
Sekiro: Shadows Die Twice,Racing,71.38,Switch ,519.6614923693319,12,2009,Ubisoft,EA,NA,Single-player,Custom,None,Maybe,EN/ES,80/100,9.6,N/A,IGN ,30M,?
Horizon Zero Dawn,Sports,Free,Nintendo Switch,?,?,1994,Sony,Nintendo,NA/EU,Single-player,Frostbite,GotY,Unknown,Multiple,22.6,8.1,N/A,IGN,1.5M,$500M
Unknown Game,Adventure,Free,XBOX,N/A,3,1989,nintendo,2K,Global,Multi ,Custom Engine,GotY,No,?,67.5,N/A,?,IGN ,1.5M,1098.1
Red Dead Redemption 2,Racing,Free,Nintendo Switch,41,18,N/A,Square Enix,Ubisoft,EU,Single-player,CryEngine,Nominated,Yes,?,80/100,9/10,64642.95605135223,?,32.81,N/A
Unknown Game,Racing,0.85,Nintendo Switch,N/A,unknown,9999,Ubisoft ,Microsoft,JP,Single-player,Custom Engine,Indie Award,Yes,IT,20.7,6.0,25709.71512641582,Metacritic ,?,1869.9
Animal Crossing: New Horizons,Puzzle,$54,XBOX,10,12,1990,Sony,EA,Global ,Multi ,Unity,GOTY ,Unknown,PT,N/A,N/A,39702.35172881837,Steam,17.42,$1B
Grand Theft Auto V,Adventure,?,Xbox,N/A,12,1991,Unknown,Square Enix,Global ,?,Frostbite,Indie Award,Y,DE,22.7,3.9,N/A,OpenCritic,8.32,?
Grand Theft Auto V,Sports,0,PC,29,7+,1994,Bethesda,IndiePub,EU,Single ,Custom Engine,?,Yes,EN/ES,44.8,0.3,N/A,OpenCritic,1.5M,N/A
FIFA 23,Strategy,N/A,Switch ,303.13214822062275,unknown,2019,Unknown,Activision,Global,Online,Custom,GOTY ,No,EN,80/100,N/A,?,?,?,$1B
Minecraft,Shooter,$27,Xbox,425.3799918235893,unknown,N/A,CapCom,?,?,Single-player,Unity ,?,N,JP,72.3,6.5,?,IGN,30M,$500M
Overwatch,Action,$37,PlayStation,183.20000215912836,18,1992,Unknown,Sega,JP,Multi ,Unity ,GOTY ,Yes,PT,N/A,9/10,?,OpenCritic,24.01,$500M
Elden Ring,RPG ,?,PC,?,7,1998,Capcom,Activision,Global ,Single ,Unity ,?,N,?,80/100,2.5,98752.31973856335,Steam,1.5M,?
Doom Eternal,Unknown,57.28,PlayStation,N/A,7+,2007,Sony,2K,Global ,Single ,?,?,Yes,?,?,?,54545.71499480463,Steam,N/A,1746.6
Valorant,?,0,PS,?,7,1991,Bethesda,Activision,Global,Single ,Unity,None,Maybe,EN,?,9/10,10352,IGN ,30M,N/A
Assassin’s Creed Valhalla,Shooter,?,PlayStation,730.2436593463517,7,2021,Activision,Sega,Global,Single ,CryEngine,GotY,No,?,80/100,9/10,?,Metacritic ,N/A,$500M
Resident Evil 4,Simulation,?,PC,N/A,18,2017,CapCom,Ubisoft,EU,?,Frostbite,NONE,No,?,80/100,N/A,7229,Metacritic ,?,N/A
Minecraft,Racing,$29,Mobile,371.48529655039107,16,1989,CapCom,Ubisoft,?,Multi ,Unity,None,Unknown,JP,?,?,533,IGN,?,1347.9
The Legend of Zelda: Breath of the Wild,Sports,0,Mobile,N/A,?,1999,Microsoft,Sega,NA/EU,Co-op,Unreal Engine,Nominated,Yes,DE,N/A,6.3,?,Metacritic ,1.5M,?
League of Legends,Simulation,?,PC,909.5514845631893,RP,2006,CapCom,Sony,?,Online,Unreal Engine,None,Y,JP,80/100,N/A,?,Metacritic ,10.55,N/A
Sekiro: Shadows Die Twice,action,N/A,PlayStation,?,7+,1992,Sony,Sony,NA,Multi ,CryEngine,GotY,No,JP,?,N/A,?,Steam,N/A,?
Fortnite,Shooter,Free,Mobile,?,unknown,9999,Ubisoft,Bandai Namco,NA,?,Custom,None,Maybe,EN,?,9/10,22161,?,?,N/A
Game Prototype,Unknown,N/A,Switch ,266.0280089518147,18,1996,Bethesda,Nintendo,?,?,Frostbite,None,N,FR,51.6,7.4,10946.697407534677,Metacritic,?,N/A
Sekiro: Shadows Die Twice,Indie,$23,pc,?,unknown,2002,Sony,Bandai Namco,Global,Co-op,Unity,None,Y,Multiple,?,9/10,45317,Steam,30M,$500M
N/A,Sports,?,PlayStation,42,16,2003,Unknown,Bandai Namco,Global ,Multi ,Custom,Nominated,N,PT,N/A,N/A,42589,OpenCritic,26.65,?
Assassin’s Creed Valhalla,Shooter,0,Nintendo Switch,?,12,2007,Bethesda,Unknown ,JP,Co-op,Unity,GOTY ,Yes,EN/ES,N/A,9/10,59600.605271876506,Steam,?,$1B
Elden Ring,?,$37,Nintendo Switch,?,18+,1998,Sony,Microsoft,JP,Online,CryEngine,NONE,Yes,DE,?,?,86296.44967226441,IGN ,43.91,$1B
Overwatch,?,?,pc,65,7+,1986,Activision,Microsoft,Global,Online,Unity,Indie Award,N,EN,39.0,?,27027,?,?,$1B
Grand Theft Auto V,Strategy,72.5,PC,39,12,2019,CapCom,Square Enix,?,Online,Unity,Nominated,Yes,Multiple,69.8,?,N/A,IGN,?,$500M
Hades,Sports,$65,PlayStation,N/A,16,2001,Ubisoft ,Nintendo,EU,?,CryEngine,None,No,EN,?,9/10,N/A,IGN ,?,?
Super Mario Odyssey,Action,$42,Mobile,N/A,RP,1987,CapCom,Activision,Global,Online,Custom,?,N,?,80/100,9/10,?,IGN,N/A,N/A
 ,Indie,N/A,Switch ,64,7+,2006,Sony,EA,?,Single-player,?,GOTY ,Yes,FR,N/A,?,43759.58628351481,Steam,1.5M,?
Horizon Zero Dawn,Sports,17.94,Nintendo Switch,?,RP,1986,Capcom,Ubisoft,JP,Single ,Custom Engine,None,?,Multiple,80/100,4.9,N/A,Steam,N/A,N/A
NBA 2K24,Racing,?,Switch ,N/A,18+,2020,Square Enix,Sega,EU,Co-op,?,GotY,N,DE,?,3.9,20018,OpenCritic,N/A,618.1
Doom Eternal,Indie,?,pc,5,unknown,2013,Bethesda,Unknown ,NA/EU,Single ,Custom,Indie Award,Unknown,IT,70.0,?,17408,?,48.47,N/A
Elden Ring,Action,4.51,PC,94,unknown,1988,Bethesda,Activision,?,Multiplayer,?,Nominated,?,Multiple,80/100,2.2,36424.71839442541,IGN,1.5M,515.2
The Sims 4,Racing,$37,Switch ,91,RP,2020,Ubisoft ,Ubisoft,Global ,Multi ,CryEngine,?,No,Multiple,N/A,?,67725.64552778506,?,23.36,$1B
Minecraft,?,$22,Switch ,N/A,unknown,1991,Capcom,?,NA/EU,Single ,CryEngine,NONE,N,IT,N/A,?,45086.530876415054,Metacritic ,1.5M,$1B
Game Prototype,Racing,N/A,pc,?,18,2015,Bethesda,Sony,Global,Single-player,Unreal Engine,GotY,Unknown,ES,N/A,N/A,?,Metacritic,30M,?
Fortnite,RPG ,103.39,PlayStation,649.4423639382272,18,1998,EA,Sega,Global ,Co-op,?,GOTY ,Maybe,FR,29.5,0.7,96666.52102196994,Metacritic,1.5M,1087.3
Doom Eternal,Adventure,N/A,XBOX,89,18+,2023,EA,IndiePub,NA/EU,Single-player,?,?,No,?,80/100,9/10,44714.475545259826,Metacritic,1.5M,837.1
Doom Eternal,Strategy,N/A,XBOX,?,unknown,2008,Ubisoft ,Sony,JP,?,Unreal Engine,NONE,N,JP,?,N/A,30231,Steam,1.5M,$1B
Persona 5 Royal,Unknown,$22,Mobile,?,7+,1988,CapCom,Nintendo,NA,Single-player,Unity,Indie Award,No,Multiple,52.1,?,77492.33634781168,OpenCritic,30M,$500M
Dark Souls III,Adventure,0,Nintendo Switch,73,16,1997,Ubisoft,Nintendo,NA/EU,Multi ,Frostbite,GOTY ,Y,Multiple,?,1.4,N/A,Metacritic,30M,$1B
Elden Ring,Strategy,Free,Nintendo Switch,N/A,unknown,?,Ubisoft,Microsoft,Global,Single ,CryEngine,Nominated,Unknown,EN,?,9/10,16857.0851526182,Steam,30M,?
The Sims 4,action,41.14,pc,35,16,2012,Capcom,Activision,Global,?,Unreal Engine,None,N,?,?,?,?,IGN,1.5M,$500M
Grand Theft Auto V,RPG,$36,Switch ,289.9916423065281,12,1987,Activision,Activision,NA,?,?,Nominated,Unknown,PT,70.1,?,72282.8207729577,Steam,N/A,N/A
Cyberpunk 2077,Shooter,?,PS,15,RP,2013,Unknown,Activision,Global,Online,Unity ,GotY,Y,DE,29.8,?,47312,Metacritic ,N/A,$500M
Sekiro: Shadows Die Twice,?,Free,Xbox,59,7+,1989,Rockstar,Sony,EU,Single-player,Unreal Engine,NONE,No,IT,N/A,9.3,49835,?,30M,?
League of Legends,Puzzle,?,PC,845.2585021251064,7+,2004,Rockstar,Nintendo,NA/EU,?,CryEngine,GOTY ,No,Multiple,67.4,5.8,72544.78464597934,Steam,7.07,1074.9
Grand Theft Auto V,action,?,PS,181.9635430281077,12,2021,Activision,Bandai Namco,EU,Co-op,Unreal Engine,GotY,Maybe,JP,89.1,5.2,11888,OpenCritic,1.5M,?
Valorant,RPG ,Free,Mobile,?,18,2005,Ubisoft,Unknown ,Global ,Single ,Custom Engine,None,Unknown,ES,N/A,4.1,N/A,Metacritic ,1.5M,N/A
Super Mario Odyssey,Action,$31,PS,N/A,unknown,2009,Nintendo,EA,NA/EU,Co-op,Unity,GotY,Y,DE,38.4,5.9,?,?,?,$1B
Halo Infinite,Simulation,0,PlayStation,?,3,2023,Ubisoft,Microsoft,EU,?,Custom,?,Maybe,JP,80/100,9/10,N/A,?,45.58,?
Dark Souls III,Adventure,Free,Nintendo Switch,N/A,16,N/A,CapCom,Bandai Namco,NA/EU,Online,?,GotY,No,CN,46.3,9/10,43737.73625358452,Metacritic ,30M,?
Minecraft,Puzzle,$61,Mobile,N/A,3,2020,Activision,?,EU,Multiplayer,Unity ,None,No,EN,38.0,N/A,62065.738370561274,?,30M,$1B
FIFA 23,Adventure,28.72,pc,73,RP,1996,nintendo,Unknown ,JP,Multiplayer,Unity ,?,Y,JP,80/100,3.9,N/A,IGN,N/A,N/A
Elden Ring,Adventure,33.55,Nintendo Switch,87,18+,2018,Capcom,EA,Global,Multiplayer,Unreal Engine,GOTY ,No,JP,N/A,9/10,44809,IGN,N/A,N/A
Doom Eternal,Racing,$63,pc,567.6990426977779,unknown,1998,nintendo,Unknown ,Global,?,?,Nominated,Maybe,JP,?,9/10,N/A,IGN ,1.5M,1020.3
God of War,Indie,N/A,PS,N/A,unknown,1988,EA,EA,?,Multi ,Unity ,None,N,ES,32.8,9/10,60083.223723239396,Metacritic ,N/A,N/A
Halo Infinite,Indie,3.61,Switch ,83,18,2000,CapCom,IndiePub,EU,Online,Unity ,NONE,Unknown,FR,N/A,9/10,51491.42034148857,IGN ,41.9,$500M
Valorant,Unknown,Free,pc,724.1139107472166,7,2014,Unknown,Ubisoft,?,Multiplayer,Custom Engine,Indie Award,Yes,Multiple,80/100,9.8,?,Steam,30M,$1B
The Sims 4,Racing,0,Nintendo Switch,17,18,2024,Capcom,Nintendo,Global,Single ,Unity,GotY,Y,Multiple,80/100,6.9,1954.1582975962756,Metacritic ,N/A,?
Untitled Project,Racing,N/A,PlayStation,15,12,1994,Activision,Sony,JP,Multi ,Unity ,GotY,Unknown,EN/ES,80/100,9/10,12263,IGN,N/A,$1B
Grand Theft Auto V,Adventure,?,Nintendo Switch,819.0152834568963,7+,2018,EA,IndiePub,?,Co-op,Unity ,GOTY ,Maybe,DE,80/100,?,81174.81063915756,IGN,1.5M,139.6
Resident Evil 4,RPG ,?,PS,?,7+,2013,Ubisoft,Ubisoft,Global ,Multiplayer,CryEngine,NONE,Y,PT,?,9/10,8170,IGN ,7.66,$1B
Elden Ring,Action,N/A,PC,?,16,2008,CapCom,Bandai Namco,JP,Multiplayer,Custom Engine,GotY,Maybe,?,N/A,N/A,15588,Metacritic ,1.5M,N/A
Call of Duty: Modern Warfare,Puzzle,N/A,PS,?,RP,2015,Unknown,Microsoft,Global,Multi ,Custom,?,Unknown,PT,80/100,9/10,34024,Metacritic,1.5M,?
Resident Evil 4,Simulation,?,Mobile,952.2176404601912,3,2021,Nintendo,Ubisoft,NA/EU,Single ,?,?,Yes,FR,80/100,?,N/A,Metacritic,1.5M,N/A
Final Fantasy VII Remake,Strategy,N/A,PC,5,RP,2014,Ubisoft ,Ubisoft,Global,Single ,CryEngine,NONE,?,EN/ES,80/100,7.7,2935,IGN ,48.18,?
Valorant,Sports,?,Nintendo Switch,N/A,unknown,2013,Bethesda,?,JP,Online,Custom Engine,Nominated,?,IT,71.3,9/10,17513,IGN ,10.96,$1B
Dark Souls III,Sports,N/A,PS,93,?,2003,Microsoft,Nintendo,JP,Online,Custom,GOTY ,Maybe,EN,80/100,?,56972.72915948585,Metacritic ,19.71,$1B
Grand Theft Auto V,RPG,Free,PS,N/A,RP,2007,Capcom,?,JP,Online,CryEngine,Nominated,?,IT,80/100,9/10,N/A,OpenCritic,N/A,545.7
Dark Souls III,Adventure,$62,XBOX,?,RP,2010,Nintendo,Nintendo,?,Co-op,Unity ,None,Y,DE,90.9,?,534.5315018052798,IGN,N/A,$500M
Call of Duty: Modern Warfare,Sports,Free,Switch ,N/A,RP,1997,Ubisoft,IndiePub,NA/EU,Multi ,Frostbite,GotY,?,ES,69.6,9/10,15031.998986662687,IGN ,30M,$500M
God of War,RPG ,$61,Mobile,45,18,2020,Square Enix,Unknown ,EU,Multi ,Unity,GOTY ,No,EN/ES,80/100,N/A,12617.890046900715,Metacritic,N/A,1158.5
Dark Souls III,Strategy,?,pc,6,3,2022,Rockstar,Unknown ,Global ,Single-player,Custom,GOTY ,No,Multiple,80/100,3.8,53744.49431414983,IGN ,?,N/A
Animal Crossing: New Horizons,Racing,Free,Mobile,9,12,2022,nintendo,Ubisoft,NA/EU,Multiplayer,Unity ,?,N,Multiple,80/100,?,N/A,Metacritic ,N/A,N/A
Hades,Sports,N/A,Nintendo Switch,N/A,unknown,2003,Ubisoft ,Ubisoft,Global,Co-op,CryEngine,GOTY ,Unknown,IT,58.0,?,37075,Steam,9.96,N/A
Red Dead Redemption 2,Strategy,N/A,pc,N/A,16,1998,Bethesda,Sony,Global,Single ,Unity,?,Maybe,Multiple,21.7,9/10,?,IGN,0.34,$1B
Sekiro: Shadows Die Twice,Indie,0,XBOX,204.40506632613332,7,1991,nintendo,Sony,EU,Single-player,Unreal Engine,Nominated,Maybe,Multiple,21.8,N/A,77479.26338860599,?,5.01,$1B
Sekiro: Shadows Die Twice,Strategy,?,Switch ,?,16,1994,nintendo,Ubisoft,JP,Multi ,Unreal Engine,None,Unknown,ES,?,?,N/A,OpenCritic,30M,1760.8
Ghost of Tsushima,Unknown,N/A,PlayStation,168.47172986316127,12,2019,nintendo,?,Global ,?,Unity,None,Maybe,FR,47.8,9/10,N/A,Steam,1.5M,?
Fortnite,Unknown,Free,pc,159.38812541303128,7,2015,nintendo,IndiePub,Global,Online,Custom,NONE,?,CN,69.7,N/A,67370.9989156365,Metacritic ,N/A,$1B
Red Dead Redemption 2,Action,?,pc,N/A,18,2017,Activision,Activision,NA/EU,Single-player,Frostbite,GotY,Y,CN,N/A,N/A,45895,Steam,1.5M,$1B
Apex Legends,Indie,$58,pc,N/A,18+,1995,Microsoft,Nintendo,JP,Single ,Unreal Engine,Nominated,Maybe,?,?,?,?,Metacritic ,30M,N/A
Cyberpunk 2077,Unknown,$62,Xbox,?,3,1997,Rockstar,Nintendo,NA,?,?,GOTY ,No,IT,80/100,?,62897.2784311469,Metacritic ,1.5M,$500M
Dark Souls III,?,N/A,pc,?,7+,2014,Nintendo,Bandai Namco,NA,Single ,?,None,?,CN,?,?,50563.55374634844,?,N/A,1281.4
League of Legends,Indie,108.17,Nintendo Switch,257.5226284627874,12,9999,Ubisoft ,2K,Global ,Single ,?,Indie Award,No,CN,N/A,9/10,?,IGN ,13.7,$500M
Halo Infinite,Racing,Free,Nintendo Switch,73,18,1994,Capcom,Sony,Global,Single ,Frostbite,GotY,?,PT,80/100,N/A,N/A,IGN ,?,$500M
Persona 5 Royal,Shooter,?,XBOX,354.72695542973344,?,2007,Activision,Bandai Namco,NA/EU,?,?,?,Maybe,DE,N/A,?,96164.47920515006,?,30M,$500M
The Sims 4,Sports,$66,Nintendo Switch,N/A,12,1989,nintendo,Activision,JP,Multi ,Unity,Nominated,Unknown,FR,80/100,?,28706,Metacritic,?,$1B
Sekiro: Shadows Die Twice,Racing,$61,PC,30,3,?,Microsoft,Square Enix,Global,Single-player,Custom Engine,Indie Award,Maybe,Multiple,N/A,?,?,Steam,N/A,$500M
Hades,Racing,31.97,XBOX,91,3,1996,Microsoft,Activision,NA,Multiplayer,CryEngine,?,Maybe,Multiple,80/100,9/10,45455,Metacritic ,30M,344.0
The Legend of Zelda: Breath of the Wild,Action,Free,Mobile,16,16,2017,Nintendo,Sega,JP,?,?,None,Yes,?,80/100,4.4,N/A,Metacritic,42.09,N/A
Sekiro: Shadows Die Twice,RPG ,N/A,Switch ,N/A,12,9999,nintendo,EA,Global,Single ,?,GotY,?,DE,?,9/10,59283.80019207713,Steam,30M,N/A
 ,Shooter,Free,PS,N/A,RP,1999,Unknown,Square Enix,NA,Online,Custom,NONE,Y,JP,80/100,5.5,?,IGN ,N/A,N/A
Animal Crossing: New Horizons,Sports,53.55,PS,318.01979155820646,RP,2005,Microsoft,Sega,NA/EU,Multi ,CryEngine,None,Unknown,PT,?,9.2,?,IGN ,1.5M,$500M
Unknown Game,Simulation,?,Switch ,953.889846464508,18+,N/A,Activision,Sega,Global ,Single-player,Frostbite,?,No,DE,38.2,?,3398.473934580093,IGN,?,N/A
Cyberpunk 2077,Shooter,N/A,PlayStation,N/A,16,1985,Nintendo,?,Global,Single-player,Unity,NONE,Maybe,EN,?,6.0,2038,OpenCritic,30M,$500M
Assassin’s Creed Valhalla,RPG,N/A,Nintendo Switch,?,7+,2010,Rockstar,Ubisoft,EU,Co-op,Unity,Indie Award,Yes,ES,89.0,2.9,26058,IGN,N/A,$1B
Dark Souls III,Action,Free,Mobile,24,7,1990,Activision,Sony,EU,Co-op,Unreal Engine,?,No,EN,N/A,N/A,7116,OpenCritic,?,$1B
Red Dead Redemption 2,Sports,$66,Xbox,45,18,2017,CapCom,EA,NA/EU,Co-op,Custom Engine,None,N,EN,80/100,?,N/A,IGN,30M,489.8
Resident Evil 4,Strategy,N/A,PC,?,7+,1988,Activision,Bandai Namco,EU,?,Custom,Indie Award,Y,ES,N/A,?,22093.162415193525,IGN ,1.5M,$500M
Grand Theft Auto V,Unknown,N/A,PS,N/A,12,1992,Square Enix,Nintendo,?,Multiplayer,Custom Engine,?,Maybe,CN,?,N/A,45563,Metacritic ,30M,?
Super Mario Odyssey,Shooter,2.41,PC,47,3,1993,Ubisoft,IndiePub,NA/EU,Online,?,GotY,No,EN,80/100,N/A,9930,IGN,N/A,$500M
Overwatch,Simulation,$21,Nintendo Switch,33,7+,1985,Bethesda,EA,?,Single ,Unreal Engine,NONE,Maybe,Multiple,N/A,?,44744.010250363455,Steam,46.7,$500M
Game Prototype,Strategy,N/A,Nintendo Switch,60.17424627695422,12,2005,CapCom,Ubisoft,Global,Multiplayer,Custom,Indie Award,Y,FR,80/100,N/A,N/A,IGN,N/A,1088.7
Minecraft,RPG,$47,PlayStation,N/A,RP,2009,Unknown,EA,JP,Single-player,Frostbite,GOTY ,?,EN,45.9,9/10,N/A,Metacritic,6.08,$1B
God of War,action,0,Switch ,?,RP,2008,Activision,2K,Global ,Co-op,Custom,GOTY ,Unknown,EN/ES,80/100,7.0,?,?,28.96,$500M
The Witcher 3: Wild Hunt,Sports,$55,PS,47,RP,1986,Bethesda,IndiePub,?,Co-op,CryEngine,NONE,Yes,ES,?,5.5,2659,Metacritic,N/A,$500M
 ,RPG,0,PC,N/A,unknown,2004,Sony,?,?,Single-player,?,?,Y,Multiple,80/100,N/A,20250.535906653644,IGN,?,$1B
The Sims 4,action,?,Switch ,N/A,3,2006,Bethesda,IndiePub,NA/EU,Single ,CryEngine,Indie Award,?,FR,?,?,?,Steam,30M,1780.8
Hades,Sports,0,Xbox,?,18+,2010,nintendo,Sony,NA,Online,Custom Engine,GotY,Unknown,JP,?,6.0,31046,Metacritic,2.88,?
Resident Evil 4,Indie,N/A,Mobile,N/A,7,1988,nintendo,Nintendo,?,Multi ,Unity,GOTY ,No,JP,N/A,N/A,N/A,Metacritic,1.5M,$500M
Red Dead Redemption 2,Indie,N/A,PS,9,12,2007,Unknown,2K,Global,Online,Custom,NONE,Maybe,Multiple,80/100,9/10,?,Steam,1.5M,?
Ghost of Tsushima,action,N/A,Switch ,?,12,2001,Sony,2K,NA,Multi ,?,?,?,DE,80/100,?,39115,OpenCritic,23.08,$1B
Assassin’s Creed Valhalla,Simulation,N/A,Switch ,N/A,unknown,1987,Unknown,Sony,NA/EU,Single-player,Unity ,None,N,Multiple,80/100,3.6,46977.58472448128,Metacritic,N/A,N/A
Sekiro: Shadows Die Twice,Unknown,30.06,Nintendo Switch,N/A,16,?,Nintendo,Square Enix,NA,?,Unreal Engine,?,?,IT,32.2,3.5,?,OpenCritic,30M,?
Minecraft,RPG ,N/A,Xbox,?,3,1990,Bethesda,Activision,Global,Online,Custom,Indie Award,Y,ES,76.5,5.5,N/A,Metacritic,1.5M,?
N/A,Simulation,Free,PC,684.5960290338008,18+,2023,Capcom,Microsoft,?,Online,Unreal Engine,None,?,IT,?,N/A,11936,?,?,764.4
Halo Infinite,Indie,Free,PS,703.8398384272991,?,2004,Ubisoft ,IndiePub,NA,Co-op,Custom,None,N,?,N/A,?,N/A,IGN ,30M,N/A
Elden Ring,Unknown,$30,pc,252.61757181893796,unknown,1995,Bethesda,Ubisoft,Global ,Single ,Unity,Indie Award,?,EN,53.5,?,75116.32000235871,IGN,30M,1041.4
Animal Crossing: New Horizons,Sports,$28,PlayStation,N/A,RP,1989,Activision,Sony,Global,?,Custom,?,Maybe,PT,77.0,?,?,Metacritic,?,$500M
Fortnite,?,10.56,Xbox,N/A,3,1991,Capcom,Unknown ,Global,Multiplayer,CryEngine,NONE,?,IT,?,2.2,N/A,IGN,?,?
Untitled Project,Simulation,Free,XBOX,?,18+,1992,Ubisoft ,Microsoft,JP,Co-op,Custom Engine,None,?,EN/ES,?,9.9,N/A,IGN,N/A,$1B
Horizon Zero Dawn,RPG ,6.64,PC,N/A,?,2022,Capcom,?,Global,?,Custom Engine,GOTY ,Maybe,?,80/100,9/10,72837.74441428305,Metacritic,?,?
Call of Duty: Modern Warfare,RPG,$61,PC,80,?,2012,Nintendo,EA,?,Online,Custom,None,N,JP,56.4,N/A,38980,OpenCritic,?,$500M
